day	S
5753	2.811379288
5754	2.811409671
5755	2.806994983
5756	2.800535046
5757	2.79662847
5758	2.791109884
5759	2.786892836
5760	2.781944916
5761	2.779116117
5762	2.775614051
5763	2.775167136
5764	2.774447993
5765	2.774435081
5766	2.775602894
5767	2.778976322
5768	2.78032751
5769	2.78043311
5770	2.778631466
5771	2.775978643
5772	2.773535441
5773	2.769593476
5774	2.767386832
5775	2.765686157
5776	2.760242133
5777	2.757621303
5778	2.75197122
5779	2.745204444
5780	2.741265477
5781	2.736433394
5782	2.730722526
5783	2.728752218
5784	2.727251244
5785	2.728193026
5786	2.731812866
5787	2.738947384
5788	2.744617438
5789	2.748848084
5790	2.750195322
5791	2.750329796
5792	2.751389806
5793	2.75296717
5794	2.755378043
5795	2.759341731
5796	2.76184011
5797	2.763672066
5798	2.761488405
5799	2.758361695
5800	2.756210713
5801	2.754028496
5802	2.750976763
5803	2.748738404
5804	2.744784927
5805	2.741878347
5806	2.742935185
5807	2.745328135
5808	2.744532629
5809	2.739204979
5810	2.733006366
5811	2.729080636
5812	2.725728837
5813	2.720943494
5814	2.717779159
5815	2.716005449
5816	2.713420583
5817	2.712644666
5818	2.712301245
5819	2.711480897
5820	2.71002409
5821	2.708215036
5822	2.706117842
5823	2.699687472
5824	2.690664943
5825	2.68336649
5826	2.675656366
5827	2.668051543
5828	2.664836005
5829	2.659199106
5830	2.651683934
5831	2.644860852
5832	2.638548927
5833	2.631979512
5834	2.625766655
5835	2.621155972
5836	2.616165943
5837	2.60911634
5838	2.601674432
5839	2.595661265
5840	2.59143978
5841	2.588404657
5842	2.582970896
5843	2.576185556
5844	2.568177046
5845	2.564108975
5846	2.562419243
5847	2.562053802
5848	2.561370392
5849	2.56249658
5850	2.561524685
5851	2.562569407
5852	2.565386889
5853	2.56762244
5854	2.56816324
5855	2.566916246
5856	2.56664846
5857	2.567042124
5858	2.565078645
5859	2.563087061
5860	2.563153987
5861	2.564545412
5862	2.565869386
5863	2.568274251
5864	2.572604731
5865	2.576488457
5866	2.580527623
5867	2.585783678
5868	2.589766554
5869	2.592110025
5870	2.593979289
5871	2.601424326
5872	2.605935737
5873	2.610243493
5874	2.614881762
5875	2.617875262
5876	2.621094349
5877	2.624459156
5878	2.625408384
5879	2.623905706
5880	2.626739886
5881	2.63142277
5882	2.637118555
5883	2.640874346
5884	2.642082765
5885	2.64010881
5886	2.63715596
5887	2.638278053
5888	2.642265995
5889	2.645329648
5890	2.649576694
5891	2.650604266
5892	2.650902126
5893	2.651399031
5894	2.653388719
5895	2.657555835
5896	2.666903148
5897	2.677685145
5898	2.684923783
5899	2.689978262
5900	2.693589563
5901	2.697277427
5902	2.701954013
5903	2.705625591
5904	2.708420199
5905	2.709375398
5906	2.710413687
5907	2.71262145
5908	2.715800553
5909	2.718683657
5910	2.721627773
5911	2.72526038
5912	2.729888412
5913	2.73489915
5914	2.737659281
5915	2.739654485
5916	2.737243624
5917	2.734405679
5918	2.733724353
5919	2.733478949
5920	2.732378326
5921	2.727922053
5922	2.724803457
5923	2.722967399
5924	2.724214869
5925	2.72534998
5926	2.725697155
5927	2.727173577
5928	2.730736545
5929	2.730939798
5930	2.729791033
5931	2.727402418
5932	2.72590387
5933	2.72813814
5934	2.731736062
5935	2.733869446
5936	2.730568926
5937	2.725839848
5938	2.72322142
5939	2.719860355
5940	2.717190655
5941	2.714033742
5942	2.714793264
5943	2.717693056
5944	2.719757276
5945	2.719796893
5946	2.717002948
5947	2.713216366
5948	2.707611425
5949	2.702385353
5950	2.697230597
5951	2.693851966
5952	2.690971862
5953	2.688330862
5954	2.683111706
5955	2.676541926
5956	2.670769013
5957	2.667389687
5958	2.666260847
5959	2.664421838
5960	2.661792248
5961	2.656919663
5962	2.648770991
5963	2.640453853
5964	2.633662808
5965	2.628034707
5966	2.620214737
5967	2.610964614
5968	2.604160009
5969	2.59653459
5970	2.588666296
5971	2.584145286
5972	2.578431963
5973	2.574356556
5974	2.57299055
5975	2.569882403
5976	2.566714661
5977	2.564438854
5978	2.565530981
5979	2.565554408
5980	2.562922217
5981	2.558344002
5982	2.552637633
5983	2.550202021
5984	2.547923452
5985	2.544947875
5986	2.542713771
5987	2.539279872
5988	2.533584466
5989	2.527412937
5990	2.522452197
5991	2.51920686
5992	2.519574966
5993	2.520743742
5994	2.521111778
5995	2.522981748
5996	2.525185003
5997	2.526658595
5998	2.523822492
5999	2.520733878
6000	2.518690509
6001	2.519273817
6002	2.518024638
6003	2.513227454
6004	2.504158988
6005	2.490968361
6006	2.477800812
6007	2.468972007
6008	2.461379133
6009	2.454024693
6010	2.448716768
6011	2.441725937
6012	2.430737228
6013	2.418105433
6014	2.408325485
6015	2.400471999
6016	2.392870621
6017	2.388132533
6018	2.384513522
6019	2.379713836
6020	2.373449361
6021	2.368929952
6022	2.365233864
6023	2.361923568
6024	2.361363227
6025	2.364388486
6026	2.363456303
6027	2.362374018
6028	2.361376444
6029	2.359124748
6030	2.35668596
6031	2.354992116
6032	2.354460362
6033	2.35149986
6034	2.348028162
6035	2.345034373
6036	2.340594189
6037	2.337908289
6038	2.333862299
6039	2.331583357
6040	2.327186932
6041	2.319720276
6042	2.31337519
6043	2.309687616
6044	2.30640924
6045	2.304435533
6046	2.302152196
6047	2.297979414
6048	2.293488362
6049	2.291699353
6050	2.293259329
6051	2.291041732
6052	2.284365101
6053	2.279425062
6054	2.27612586
6055	2.273904701
6056	2.271100222
6057	2.269623661
6058	2.266339912
6059	2.260718313
6060	2.255922394
6061	2.253520563
6062	2.252048405
6063	2.253113579
6064	2.251040367
6065	2.246964877
6066	2.243142415
6067	2.24110688
6068	2.239748389
6069	2.238206958
6070	2.234280531
6071	2.232220613
6072	2.231228051
6073	2.2293822
6074	2.227359206
6075	2.225828236
6076	2.224237313
6077	2.222239082
6078	2.220782022
6079	2.218710473
6080	2.218006878
6081	2.215181854
6082	2.215066005
6083	2.216900616
6084	2.217775825
6085	2.216158987
6086	2.21306093
6087	2.209460021
6088	2.206872458
6089	2.204065531
6090	2.202055253
6091	2.202768364
6092	2.204100954
6093	2.204778432
6094	2.203738024
6095	2.202507905
6096	2.197038975
6097	2.190873074
6098	2.183730856
6099	2.178303763
6100	2.174996953
6101	2.172939803
6102	2.171755928
6103	2.17004251
6104	2.169119797
6105	2.168421413
6106	2.170163113
6107	2.169913917
6108	2.166551983
6109	2.162667904
6110	2.160196692
6111	2.158141346
6112	2.157565392
6113	2.157980051
6114	2.160403376
6115	2.165497612
6116	2.170643553
6117	2.173288021
6118	2.175259405
6119	2.17915521
6120	2.183147371
6121	2.184663134
6122	2.184663731
6123	2.183723913
6124	2.181219926
6125	2.177976881
6126	2.1768624
6127	2.175489905
6128	2.17413491
6129	2.17381931
6130	2.172998334
6131	2.171315561
6132	2.168471731
6133	2.16274512
6134	2.157656052
6135	2.152466124
6136	2.150702864
6137	2.150378478
6138	2.151072046
6139	2.150623465
6140	2.147476148
6141	2.144807588
6142	2.140072243
6143	2.136387456
6144	2.134487357
6145	2.133136573
6146	2.133621767
6147	2.133818884
6148	2.132959597
6149	2.131645751
6150	2.129621259
6151	2.127197269
6152	2.123995118
6153	2.119044492
6154	2.117894246
6155	2.117573789
6156	2.119747533
6157	2.123475491
6158	2.128527019
6159	2.131005959
6160	2.132998363
6161	2.134142136
6162	2.134895786
6163	2.135309956
6164	2.136386748
6165	2.13612611
6166	2.134997279
6167	2.135980119
6168	2.140275668
6169	2.145564603
6170	2.147227216
6171	2.148726811
6172	2.150849413
6173	2.153904497
6174	2.156376731
6175	2.156708768
6176	2.159100928
6177	2.161692151
6178	2.16362903
6179	2.167134048
6180	2.170702766
6181	2.175390969
6182	2.179943456
6183	2.186499677
6184	2.193306437
6185	2.197769913
6186	2.203818122
6187	2.209703292
6188	2.213928225
6189	2.219803176
6190	2.224162476
6191	2.226139526
6192	2.224882969
6193	2.223395146
6194	2.223608965
6195	2.227380115
6196	2.232019095
6197	2.23492259
6198	2.239217619
6199	2.248370202
6200	2.257820494
6201	2.263698803
6202	2.269058495
6203	2.272331928
6204	2.276071625
6205	2.279020844
6206	2.280861107
6207	2.283205536
6208	2.28573378
6209	2.288552378
6210	2.292046009
6211	2.29624096
6212	2.300387291
6213	2.305110396
6214	2.311583533
6215	2.316059816
6216	2.320067517
6217	2.325540459
6218	2.32968835
6219	2.334957646
6220	2.33679595
6221	2.341628894
6222	2.350731813
6223	2.359017884
6224	2.365612535
6225	2.368551882
6226	2.369327665
6227	2.372635475
6228	2.378224637
6229	2.383736732
6230	2.38984434
6231	2.396872677
6232	2.402348954
6233	2.408063906
6234	2.413012905
6235	2.418129221
6236	2.424739181
6237	2.432301484
6238	2.438735621
6239	2.445514345
6240	2.451259168
6241	2.458564967
6242	2.465066061
6243	2.472538683
6244	2.477053914
6245	2.481441781
6246	2.489996367
6247	2.498534382
6248	2.506185138
6249	2.512704769
6250	2.52260009
6251	2.533697471
6252	2.546169513
6253	2.555969005
6254	2.567124724
6255	2.577570476
6256	2.581321071
6257	2.5843724
6258	2.59251312
6259	2.602790196
6260	2.611256201
6261	2.62066024
6262	2.625702896
6263	2.633261057
6264	2.641245626
6265	2.644642234
6266	2.651235181
6267	2.66244293
6268	2.673760747
6269	2.683650084
6270	2.691125615
6271	2.693486895
6272	2.699529547
6273	2.708238538
6274	2.720650524
6275	2.733241675
6276	2.742495449
6277	2.748627258
6278	2.757698932
6279	2.766112569
6280	2.775688272
6281	2.7872072
6282	2.797299439
6283	2.802691128
6284	2.803047183
6285	2.812061992
6286	2.820034276
6287	2.822493834
6288	2.824843236
6289	2.825965336
6290	2.826642271
6291	2.828041836
6292	2.824547011
6293	2.822352893
6294	2.820345407
6295	2.818213796
6296	2.817700158
6297	2.815991711
6298	2.813716578
6299	2.808426818
6300	2.806761865
6301	2.802486247
6302	2.797071738
6303	2.791966682
6304	2.781326616
6305	2.772386353
6306	2.765041535
6307	2.76026016
6308	2.755177091
6309	2.750393129
6310	2.747093601
6311	2.746727879
6312	2.746624723
6313	2.747935089
6314	2.748231561
6315	2.747919678
6316	2.749119699
6317	2.747890944
6318	2.748084642
6319	2.748989283
6320	2.750991225
6321	2.754964805
6322	2.760926349
6323	2.764531792
6324	2.768159688
6325	2.775377127
6326	2.782624914
6327	2.791943582
6328	2.797870757
6329	2.80117337
6330	2.805589532
6331	2.810063789
6332	2.814823137
6333	2.816472561
6334	2.813237011
6335	2.81011679
6336	2.808853545
6337	2.806308274
6338	2.805036937
6339	2.801761934
6340	2.799138995
6341	2.798693113
6342	2.799544726
6343	2.798833094
6344	2.794824592
6345	2.788724486
6346	2.784555554
6347	2.785931876
6348	2.79011538
6349	2.791619601
6350	2.794548005
6351	2.798608335
6352	2.798385736
6353	2.795238812
6354	2.786837558
6355	2.780587896
6356	2.775471278
6357	2.766556382
6358	2.753100191
6359	2.740525965
6360	2.731478029
6361	2.720926401
6362	2.713064259
6363	2.708274076
6364	2.699015177
6365	2.696023727
6366	2.693356757
6367	2.686369757
6368	2.676526937
6369	2.669114045
6370	2.66097389
6371	2.654728305
6372	2.651095026
6373	2.647763859
6374	2.639847426
6375	2.632072913
6376	2.62513985
6377	2.616312176
6378	2.609216193
6379	2.604140532
6380	2.598655383
6381	2.591816722
6382	2.589461976
6383	2.589478117
6384	2.589513755
6385	2.589253948
6386	2.587734875
6387	2.58792575
6388	2.588167196
6389	2.588912371
6390	2.5875991
6391	2.582925882
6392	2.57973752
6393	2.574529143
6394	2.571021716
6395	2.566405456
6396	2.561388231
6397	2.556284058
6398	2.55667524
6399	2.557312354
6400	2.556407201
6401	2.557981662
6402	2.558989782
6403	2.558592863
6404	2.55425272
6405	2.552195773
6406	2.549033267
6407	2.544861185
6408	2.541268306
6409	2.537784285
6410	2.535811666
6411	2.533394233
6412	2.532145874
6413	2.532276168
6414	2.530856353
6415	2.529947883
6416	2.531650945
6417	2.530535423
6418	2.527154088
6419	2.524954402
6420	2.522538674
6421	2.517319822
6422	2.510904381
6423	2.508472937
6424	2.505963828
6425	2.504653959
6426	2.506163278
6427	2.510144728
6428	2.514398472
6429	2.515782192
6430	2.519401147
6431	2.521756047
6432	2.522993503
6433	2.522140144
6434	2.521532258
6435	2.521284221
6436	2.521804646
6437	2.522337714
6438	2.518820355
6439	2.516409347
6440	2.513662678
6441	2.511735815
6442	2.512188159
6443	2.514284423
6444	2.51681482
6445	2.522101205
6446	2.52743003
6447	2.531771998
6448	2.533162519
6449	2.534765087
6450	2.530172512
6451	2.522540899
6452	2.515087834
6453	2.509008477
6454	2.504838503
6455	2.50452949
6456	2.50716224
6457	2.508484109
6458	2.507544641
6459	2.503630775
6460	2.496771092
6461	2.492092243
6462	2.488918191
6463	2.48665556
6464	2.486297224
6465	2.484557228
6466	2.483932896
6467	2.482620428
6468	2.477133483
6469	2.471763222
6470	2.478500482
6471	2.487383889
6472	2.49230328
6473	2.490158083
6474	2.485681345
6475	2.48384911
6476	2.482016103
6477	2.480170755
6478	2.475036893
6479	2.470307697
6480	2.461929423
6481	2.455576265
6482	2.453722558
6483	2.452871929
6484	2.451057384
6485	2.452372259
6486	2.455782709
6487	2.456226312
6488	2.455016406
6489	2.451448313
6490	2.446050543
6491	2.444478693
6492	2.444381489
6493	2.44562517
6494	2.448473092
6495	2.446933768
6496	2.445579167
6497	2.441657149
6498	2.438992643
6499	2.436984471
6500	2.438057175
6501	2.440962155
6502	2.445485133
6503	2.448138767
6504	2.448143766
6505	2.447755186
6506	2.446542425
6507	2.445086446
6508	2.441984455
6509	2.438656557
6510	2.437988896
6511	2.437347568
6512	2.43678044
6513	2.436890581
6514	2.435693428
6515	2.429927325
6516	2.42349089
6517	2.416168039
6518	2.412049657
6519	2.40958507
6520	2.407349337
6521	2.406657578
6522	2.402734632
6523	2.398795952
6524	2.393301788
6525	2.389477102
6526	2.388516328
6527	2.385570645
6528	2.380642639
6529	2.374883165
6530	2.371934286
6531	2.36754511
6532	2.361635927
6533	2.357804344
6534	2.357221124
6535	2.358031288
6536	2.356623126
6537	2.35333536
6538	2.352546168
6539	2.354329574
6540	2.357471462
6541	2.361324613
6542	2.365069064
6543	2.370451219
6544	2.375723102
6545	2.378004796
6546	2.379279201
6547	2.378344501
6548	2.377144553
6549	2.380847311
6550	2.385379134
6551	2.387154099
6552	2.389354385
6553	2.390150375
6554	2.392462244
6555	2.395138847
6556	2.399975452
6557	2.404396551
6558	2.40951076
6559	2.411287843
6560	2.413699124
6561	2.417804951
6562	2.421383546
6563	2.428696676
6564	2.436211489
6565	2.441289758
6566	2.446441673
6567	2.451476351
6568	2.452402282
6569	2.452879693
6570	2.454861381
6571	2.455700939
6572	2.456316951
6573	2.456105479
6574	2.456838868
6575	2.454459733
6576	2.453470766
6577	2.453487353
6578	2.456432342
6579	2.460856847
6580	2.467362629
6581	2.472008296
6582	2.472852257
6583	2.47172079
6584	2.470983947
6585	2.472425574
6586	2.476540623
6587	2.480831018
6588	2.487712803
6589	2.493632699
6590	2.499571257
6591	2.508674161
6592	2.512534508
6593	2.512663251
6594	2.51121741
6595	2.511997741
6596	2.51579432
6597	2.522066773
6598	2.526613568
6599	2.528860754
6600	2.527527416
6601	2.524358287
6602	2.520101643
6603	2.516153956
6604	2.50893692
6605	2.501289772
6606	2.496246892
6607	2.492415522
6608	2.49190474
6609	2.493471274
6610	2.496427942
6611	2.49760198
6612	2.5001365
6613	2.505434144
6614	2.510211526
6615	2.513575491
6616	2.518987776
6617	2.521848086
6618	2.521691794
6619	2.519514217
6620	2.516222531
6621	2.511844317
6622	2.508331506
6623	2.50580584
6624	2.504976163
6625	2.50402159
6626	2.501703216
6627	2.494743039
6628	2.489870198
6629	2.488718017
6630	2.488403199
6631	2.486643937
6632	2.485773652
6633	2.484210172
6634	2.479362012
6635	2.477207979
6636	2.477880423
6637	2.480621515
6638	2.48472211
6639	2.48430432
6640	2.483296414
6641	2.48546135
6642	2.487341291
6643	2.486629248
6644	2.489712011
6645	2.489875816
6646	2.489479537
6647	2.488907677
6648	2.485314173
6649	2.483273576
6650	2.482156094
6651	2.48117828
6652	2.481117996
6653	2.480926447
6654	2.478912691
6655	2.475354969
6656	2.472774818
6657	2.472292177
6658	2.473617902
6659	2.47363293
6660	2.473587427
6661	2.471687559
6662	2.471137494
6663	2.471708954
6664	2.475261763
6665	2.479595132
6666	2.479179573
6667	2.477931186
6668	2.478299587
6669	2.477141232
6670	2.475277131
6671	2.473981402
6672	2.473997524
6673	2.477264095
6674	2.479631521
6675	2.48168244
6676	2.480198901
6677	2.48003818
6678	2.482461977
6679	2.483699532
6680	2.486137831
6681	2.489672829
6682	2.492506591
6683	2.493433327
6684	2.490505048
6685	2.487633704
6686	2.481619339
6687	2.476159113
6688	2.471788127
6689	2.468840229
6690	2.464538541
6691	2.459368602
6692	2.454245543
6693	2.450347766
6694	2.448581871
6695	2.451352915
6696	2.451561134
6697	2.450800291
6698	2.452778006
6699	2.455701923
6700	2.457254176
6701	2.460185087
6702	2.461857219
6703	2.465057235
6704	2.467904533
6705	2.469805323
6706	2.468559602
6707	2.469160874
6708	2.474591754
6709	2.478979818
6710	2.481973714
6711	2.486664054
6712	2.491829264
6713	2.49880508
6714	2.502461125
6715	2.506178107
6716	2.509168003
6717	2.512223815
6718	2.513958277
6719	2.514849442
6720	2.51772697
6721	2.51772797
6722	2.516979135
6723	2.520371326
6724	2.524412791
6725	2.524379471
6726	2.525940559
6727	2.525831526
6728	2.523779494
6729	2.523754277
6730	2.523103941
6731	2.520870127
6732	2.5223871
6733	2.521757009
6734	2.523825754
6735	2.528363904
6736	2.531433582
6737	2.535007847
6738	2.539718756
6739	2.548243615
6740	2.5511537
6741	2.548966331
6742	2.548696266
6743	2.549782615
6744	2.551378495
6745	2.552419377
6746	2.555209125
6747	2.557694151
6748	2.560032253
6749	2.563585147
6750	2.566622726
6751	2.570981196
6752	2.574160227
6753	2.574090787
6754	2.572597186
6755	2.57038389
6756	2.570035524
6757	2.567131009
6758	2.565183092
6759	2.564440249
6760	2.564849245
6761	2.565106987
6762	2.564852821
6763	2.562791792
6764	2.560119359
6765	2.555934811
6766	2.55254936
6767	2.553633756
6768	2.554583075
6769	2.555024879
6770	2.556899067
6771	2.55870245
6772	2.559047268
6773	2.557964107
6774	2.557667961
6775	2.55741915
6776	2.554405437
6777	2.552344045
6778	2.553757989
6779	2.555749434
6780	2.554607245
6781	2.553987427
6782	2.554176767
6783	2.551602806
6784	2.549615754
6785	2.54772086
6786	2.547568327
6787	2.545160522
6788	2.541954643
6789	2.538617047
6790	2.536468642
6791	2.534561249
6792	2.534097401
6793	2.53253688
6794	2.530112165
6795	2.530702697
6796	2.530801932
6797	2.528560649
6798	2.528246855
6799	2.527914071
6800	2.524271566
6801	2.521647391
6802	2.517841371
6803	2.513428243
6804	2.51015775
6805	2.507830041
6806	2.504397456
6807	2.499083446
6808	2.4955597
6809	2.493706994
6810	2.491309761
6811	2.490246721
6812	2.490550782
6813	2.489343877
6814	2.48993772
6815	2.490564983
6816	2.490657342
6817	2.491743147
6818	2.491379535
6819	2.493150031
6820	2.497589402
6821	2.499220032
6822	2.501113517
6823	2.503440959
6824	2.503689529
6825	2.501740164
6826	2.497506364
6827	2.49314618
6828	2.489760915
6829	2.485869828
6830	2.482103726
6831	2.479471832
6832	2.477170405
6833	2.476856306
6834	2.476082314
6835	2.473835295
6836	2.47245665
6837	2.469924226
6838	2.469511177
6839	2.468359472
6840	2.466516826
6841	2.46308917
6842	2.45987593
6843	2.455645803
6844	2.449639869
6845	2.442861514
6846	2.438218329
6847	2.433282441
6848	2.42870621
6849	2.424512161
6850	2.420415171
6851	2.416909774
6852	2.413720646
6853	2.412580121
6854	2.410914216
6855	2.409666248
6856	2.4099657
6857	2.409567419
6858	2.407773078
6859	2.406654254
6860	2.405186256
6861	2.400149268
6862	2.39587002
6863	2.392800035
6864	2.3889137
6865	2.386175132
6866	2.383226697
6867	2.380078984
6868	2.378320479
6869	2.37815536
6870	2.37792794
6871	2.376801799
6872	2.376453909
6873	2.375616335
6874	2.374128574
6875	2.373685195
6876	2.375012501
6877	2.375346612
6878	2.37909592
6879	2.384146838
6880	2.389438981
6881	2.393741821
6882	2.396764339
6883	2.401224744
6884	2.405290312
6885	2.407153871
6886	2.406438013
6887	2.406957401
6888	2.407264807
6889	2.408156527
6890	2.409378637
6891	2.409233005
6892	2.407655181
6893	2.408393831
6894	2.410017384
6895	2.411579354
6896	2.412448074
6897	2.413198646
6898	2.411746166
6899	2.410623956
6900	2.410514447
6901	2.409930421
6902	2.407936857
6903	2.407095181
6904	2.405725225
6905	2.404187191
6906	2.401852046
6907	2.400940012
6908	2.399206947
6909	2.399436514
6910	2.39606038
6911	2.39090097
6912	2.388276136
6913	2.38723944
6914	2.388522092
6915	2.39085518
6916	2.390574728
6917	2.391081143
6918	2.388276437
6919	2.38229678
6920	2.37388376
6921	2.367829653
6922	2.362951707
6923	2.361751921
6924	2.361675492
6925	2.361905898
6926	2.362122356
6927	2.360870175
6928	2.363633385
6929	2.369092578
6930	2.375982601
6931	2.378492195
6932	2.379242831
6933	2.380264194
6934	2.383298412
6935	2.387343027
6936	2.389728299
6937	2.390381784
6938	2.391162778
6939	2.392122528
6940	2.392941036
6941	2.395855203
6942	2.398175974
6943	2.400407634
6944	2.401109194
6945	2.400268237
6946	2.404373695
6947	2.416680316
6948	2.428609883
6949	2.435039239
6950	2.439175026
6951	2.440911836
6952	2.442737676
6953	2.446486009
6954	2.452599655
6955	2.458628344
6956	2.460625592
6957	2.461974714
6958	2.46541592
6959	2.471286994
6960	2.479538775
6961	2.485675237
6962	2.490589984
6963	2.492895782
6964	2.495752827
6965	2.502619818
6966	2.510488177
6967	2.511780283
6968	2.513534018
6969	2.518743088
6970	2.527105249
6971	2.540683979
6972	2.550553328
6973	2.554504296
6974	2.558111425
6975	2.560269542
6976	2.563746355
6977	2.566782758
6978	2.5682383
6979	2.569352109
6980	2.572873318
6981	2.57704704
6982	2.579467136
6983	2.582287964
6984	2.587037403
6985	2.591421961
6986	2.595996474
6987	2.603486574
6988	2.613677146
6989	2.624375396
6990	2.636357242
6991	2.647635847
6992	2.662579108
6993	2.674204527
6994	2.680372368
6995	2.687048319
6996	2.69489587
6997	2.699929391
6998	2.700882435
6999	2.702266942
7000	2.708881971
7001	2.721611022
7002	2.738243142
7003	2.751671104
7004	2.762629804
7005	2.769800472
7006	2.773972414
7007	2.778700065
7008	2.782400524
7009	2.781273572
7010	2.784507461
7011	2.791478637
7012	2.79659644
7013	2.80176369
7014	2.808009782
7015	2.8133557
7016	2.821669391
7017	2.821875167
7018	2.827542755
7019	2.831576998
7020	2.833387838
7021	2.837851787
7022	2.841275433
7023	2.848670978
7024	2.856070091
7025	2.864826004
7026	2.870601363
7027	2.876639302
7028	2.878004629
7029	2.879651872
7030	2.88166788
7031	2.886125705
7032	2.891173167
7033	2.894735248
7034	2.89946466
7035	2.906310467
7036	2.913645698
7037	2.921672651
7038	2.93189461
7039	2.941643561
7040	2.945960955
7041	2.947352477
7042	2.949896619
7043	2.951597074
7044	2.953511713
7045	2.954612913
7046	2.955457351
7047	2.961471658
7048	2.963218161
7049	2.959298594
7050	2.958143409
7051	2.960346392
7052	2.961571304
7053	2.960191251
7054	2.959290423
7055	2.959564755
7056	2.961066083
7057	2.963669611
7058	2.964297308
7059	2.961949468
7060	2.964027921
7061	2.966019573
7062	2.965147954
7063	2.962024418
7064	2.954463751
7065	2.948058712
7066	2.943232926
7067	2.942797565
7068	2.946260334
7069	2.947239852
7070	2.947659506
7071	2.949768827
7072	2.95424101
7073	2.960381639
7074	2.967857712
7075	2.975143866
7076	2.982598065
7077	2.985808757
7078	2.988245411
7079	2.993528506
7080	2.997392271
7081	2.999534531
7082	3.000555982
7083	3.005835256
7084	3.010103468
7085	3.013163172
7086	3.015145429
7087	3.018632172
7088	3.020942026
7089	3.02456766
7090	3.029577152
7091	3.034940064
7092	3.04179523
7093	3.043505231
7094	3.045527177
7095	3.047544085
7096	3.051694977
7097	3.053565091
7098	3.052802966
7099	3.054909493
7100	3.053268102
7101	3.051596324
7102	3.053181752
7103	3.05036354
7104	3.050052056
7105	3.050586881
7106	3.050230373
7107	3.04940325
7108	3.048436522
7109	3.052372203
7110	3.05399957
7111	3.058001853
7112	3.066408235
7113	3.071426791
7114	3.077636826
7115	3.0827606
7116	3.084864344
7117	3.091220642
7118	3.096340121
7119	3.102882206
7120	3.1028649
7121	3.104151456
7122	3.106163537
7123	3.110888137
7124	3.116942974
7125	3.120617172
7126	3.124259078
7127	3.13208944
7128	3.138432562
7129	3.140818451
7130	3.147079311
7131	3.149366601
7132	3.149955757
7133	3.152171707
7134	3.154237533
7135	3.157229717
7136	3.161372006
7137	3.162575993
7138	3.163968271
7139	3.1656178
7140	3.172211475
7141	3.179037998
7142	3.183323124
7143	3.186032146
7144	3.189696308
7145	3.193065516
7146	3.198726853
7147	3.201953655
7148	3.203089417
7149	3.205545643
7150	3.210356835
7151	3.214520304
7152	3.221557827
7153	3.229731254
7154	3.23689695
7155	3.241328694
7156	3.246528046
7157	3.252849717
7158	3.257680882
7159	3.259253604
7160	3.26071563
7161	3.264869449
7162	3.265984223
7163	3.270027204
7164	3.274764366
7165	3.276729381
7166	3.27776246
7167	3.276454305
7168	3.278204299
7169	3.277568427
7170	3.278132812
7171	3.280055528
7172	3.279997808
7173	3.279067079
7174	3.277660356
7175	3.277186691
7176	3.276809007
7177	3.276702977
7178	3.277177457
7179	3.275915764
7180	3.272900393
7181	3.271922723
7182	3.274713557
7183	3.274282615
7184	3.273399825
7185	3.27153854
7186	3.271348447
7187	3.271506009
7188	3.26838261
7189	3.265234417
7190	3.262220242
7191	3.264433679
7192	3.266210931
7193	3.267288105
7194	3.269439917
7195	3.27227422
7196	3.269356376
7197	3.267216381
7198	3.265067109
7199	3.262886718
7200	3.264953159
7201	3.264802588
7202	3.265776277
7203	3.268421231
7204	3.269086762
7205	3.271272087
7206	3.27126859
7207	3.273830179
7208	3.275750328
7209	3.273786613
7210	3.273597739
7211	3.272866864
7212	3.272975952
7213	3.274470459
7214	3.273534361
7215	3.274594951
7216	3.274765046
7217	3.274949834
7218	3.276490761
7219	3.277409415
7220	3.276707098
7221	3.275783857
7222	3.277650566
7223	3.279169332
7224	3.280249609
7225	3.282696542
7226	3.281199883
7227	3.280025931
7228	3.278294677
7229	3.278105887
7230	3.277867119
7231	3.277581504
7232	3.277760753
7233	3.279975353
7234	3.282056884
7235	3.283527466
7236	3.283038224
7237	3.281789563
7238	3.282236377
7239	3.282939876
7240	3.285400062
7241	3.285943762
7242	3.286044143
7243	3.284405922
7244	3.28504342
7245	3.285171457
7246	3.28778088
7247	3.287963182
7248	3.287531095
7249	3.28783793
7250	3.286092247
7251	3.283304139
7252	3.281790879
7253	3.280351312
7254	3.27818449
7255	3.273321843
7256	3.270719411
7257	3.270383919
7258	3.269693002
7259	3.267192073
7260	3.264587332
7261	3.260214291
7262	3.257817726
7263	3.25835601
7264	3.254468692
7265	3.252017883
7266	3.252830299
7267	3.253156366
7268	3.255606295
7269	3.25354475
7270	3.252223876
7271	3.252871447
7272	3.253782513
7273	3.255630176
7274	3.254141489
7275	3.255258697
7276	3.25783348
7277	3.260307389
7278	3.260923457
7279	3.260673483
7280	3.261170175
7281	3.259783895
7282	3.258244481
7283	3.258612517
7284	3.257703655
7285	3.253961282
7286	3.25134975
7287	3.252654025
7288	3.249788914
7289	3.245660145
7290	3.242065497
7291	3.240689926
7292	3.240636727
7293	3.23861299
7294	3.235807919
7295	3.237257086
7296	3.24185876
7297	3.24319538
7298	3.244445782
7299	3.245960861
7300	3.243644549
7301	3.24378544
7302	3.241072171
7303	3.23898957
7304	3.236364616
7305	3.238102014
7306	3.242410704
7307	3.245181048
